Ranking (Top 100) for the queries in Queries.txt in the format:
query_id Q0 doc_id rank BM25_score system_name

hurricane isabel damage:

3 Q0 United_States_dollar 34 3.4777096856240517 OkapiBM25NoStopNoStem
3 Q0 Georgian_Bay 35 3.4570156509040384 OkapiBM25NoStopNoStem
3 Q0 Annapolis,_Maryland 36 3.450377030197786 OkapiBM25NoStopNoStem
3 Q0 China 37 3.4181308142087756 OkapiBM25NoStopNoStem
3 Q0 Nova_Scotia 38 3.4017729310300036 OkapiBM25NoStopNoStem
3 Q0 Ohio 39 3.3882521109724744 OkapiBM25NoStopNoStem
3 Q0 Atmospheric_convection 40 3.3801747363575743 OkapiBM25NoStopNoStem
3 Q0 New_York_City 41 3.3725245913046846 OkapiBM25NoStopNoStem
3 Q0 Amtrak 42 3.3384799936527427 OkapiBM25NoStopNoStem
3 Q0 Thunderstorm 43 3.3352769652861505 OkapiBM25NoStopNoStem
3 Q0 Season 44 3.309194975577718 OkapiBM25NoStopNoStem
3 Q0 Latent_heat 45 3.3012338731037874 OkapiBM25NoStopNoStem
3 Q0 Effects_of_Hurricane_Isabel_in_Virginia 46 3.300838675326659 OkapiBM25NoStopNoStem
3 Q0 Vices_%26_Virtues 47 3.2924301290903752 OkapiBM25NoStopNoStem
3 Q0 Snow 48 3.292378120289756 OkapiBM25NoStopNoStem
3 Q0 Carolina_Hurricanes 49 3.274830023544351 OkapiBM25NoStopNoStem
3 Q0 Florida 50 3.2603797977900952 OkapiBM25NoStopNoStem
3 Q0 Nature 51 3.2530198683048885 OkapiBM25NoStopNoStem
3 Q0 Gulf_of_Mexico 52 3.23392978128824 OkapiBM25NoStopNoStem
3 Q0 Western_Pennsylvania 53 3.2117650481147617 OkapiBM25NoStopNoStem
3 Q0 Rhode_Island 54 3.202884266473289 OkapiBM25NoStopNoStem
3 Q0 West_Virginia 55 3.1902537912751026 OkapiBM25NoStopNoStem
3 Q0 Holyoke_Hurricanes 56 3.1653076277628123 OkapiBM25NoStopNoStem
3 Q0 Greek_language 57 3.160007069172509 OkapiBM25NoStopNoStem
3 Q0 Kennedy_Space_Center 58 3.157374571195456 OkapiBM25NoStopNoStem
3 Q0 Apsis 59 3.1240113763586717 OkapiBM25NoStopNoStem
3 Q0 University_of_Wisconsin%E2%80%93Madison 60 3.102263431460755 OkapiBM25NoStopNoStem
3 Q0 North_Atlantic_oscillation 61 3.1018059801063314 OkapiBM25NoStopNoStem
